หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
323,203,ท่าน้ำตื้น - หนองสามพราน,16198974,12248144,206429,194961,756908,15602622,550478,900262,596352,567681,47822811,4914167,กาญจนบุรี
323,204,หนองสามพราน - แก่งประลอม,22331853,20963600,366497,122166,904025,66213701,3982595,3396201,904025,684127,119868790,24481966,กาญจนบุรี
323,205,แก่งประลอม - ทองผาภูมิ,31166503,10611452,612199,1224398,890472,55023719,2949687,1892252,1391362,129860,105891904,38290275,กาญจนบุรี
323,206,ทองผาภูมิ - เจดีย์สามองค์,22793817,6057098,1976527,286915,286915,76160042,3092308,701348,1083902,255036,112693908,35673121,กาญจนบุรี
324,100,กาญจนบุรี - หนองขาว,25324065,19457055,42705,98550,387630,30405960,1084050,453330,282510,88695,77624550,15472350,กาญจนบุรี
324,201,หนองขาว  - ตลาดเขต,53039172,6664608,11571,69423,1064486,77973600,4223233,7393550,7011723,2904196,160355562,19311165,กาญจนบุรี
324,202,ตลาดเขต - จรเข้สามพัน,13276525,1668254,2896,17378,266457,19517997,1057140,1850720,1755143,726965,40139475,4833883,สุพรรณบุรี
325,101,บางแพ - บางพรม,71239818,59481790,15401535,15932622,17056551,75859044,30716614,28542861,24677038,5076208,343984081,61173859,ราชบุรี
325,102,บางพรม - สมุทรสงคราม,18038382,15061173,3899768,4034243,4318829,19207999,7777645,7227237,6248385,1285329,87098990,15489616,สมุทรสงคราม
326,100,ทางเข้าประจวบคีรีขันธ์,3239740,3225870,0,0,0,3188640,20440,10950,0,0,9685640,2679100,ประจวบคีรีขันธ์
327,100,สี่แยกปฐมพร - แยกหมอเล็ก,29145105,7665100,680453,1029256,125798,28413189,977793,477461,102926,45745,68662826,13414639,ชุมพร
330,100,ทางเข้าราชบุรี,2409321,1962244,71116,45297,9965,1412345,60697,17666,3624,906,5993181,1945485,ราชบุรี
331,101,สัตหีบ - เขาบายศรี,20362620,15557760,762120,361350,418290,7207290,661380,580350,440190,41610,46392960,7373730,ชลบุรี
331,102,เขาบายศรี - พันเสด็จนอก,178442660,135133950,568670,553705,1466570,162564795,61491185,39028720,34958240,5043205,619251700,84312810,ชลบุรี
331,103,พันเสด็จนอก - หนองปรือ,37092140,16341999,3203094,3171996,4493661,40979390,14281757,15953274,10728810,18720996,164967117,14289531,ชลบุรี
331,104,เนินผาสุข - มาบเอียง,41365173,28951395,307929,344156,362270,38297956,28383839,14339846,18191982,15879493,186424039,9871852,ชลบุรี
331,201,หนองปรือ - เนินโมก,14105462,6214563,1218078,1206252,1708857,15583712,5431091,6066738,4079970,7119252,62733975,5434047,ชลบุรี
331,202,เนินโมก - แปลงยาว,33322274,33698297,320726,409202,287547,20692325,21455430,16843619,20460075,20648087,168137582,13536828,ชลบุรี
331,301,แปลงยาว - สี่แยกนาน้อย,76100164,20197275,293059,0,427707,27903922,19349782,18700301,28822700,7469032,199263942,7571998,ฉะเชิงเทรา
331,302,สี่แยกนาน้อย - เขาหินซ้อน,63949542,11355800,915655,0,1308676,12254731,10009494,8082018,9992769,11263816,129132501,7241622,ฉะเชิงเทรา
332,100,เขาหาดยาว - ทุ่งโปร่ง,32638577,29156609,73715,104069,151767,4739467,1404929,1305196,108405,0,69682734,14049288,ชลบุรี
332,200,ทุ่งโปร่ง - สำนักท้อน,3394197,2232348,36159,37111,39014,3534075,200778,251211,86592,66609,9878094,1799391,ระยอง
333,100,อู่ทอง - สระกระโจม,10276721,5218551,505817,320762,0,32458647,1813539,2245334,1221363,481143,54541877,16395873,สุพรรณบุรี
333,200,สระกระโจม - บ้านไร่,62804930,24352198,341722,233810,89927,59963240,3489163,2158245,2338099,1115093,156886427,29729825,สุพรรณบุรี
333,301,บ้านไร่ - การุ้ง,37359214,14485789,203272,139081,53493,35668849,2075512,1283822,1390807,663308,93323147,17684645,อุทัยธานี
333,302,การุ้ง - อุทัยธานี,109207143,35566295,4330662,0,3311683,51497644,8524153,4605002,3664406,3213704,223920692,42581576,อุทัยธานี
333,303,อุทัยธานี - สะพานข้ามแม่น้ำเจ้าพระยา,16992877,10035349,182783,58962,536555,17747592,1155657,1020044,819573,518866,49068258,7146207,อุทัยธานี
333,400,สะพานข้ามแม่น้ำเจ้าพระยา - ท่าน้ำอ้อย,642729,379572,6913,2230,20294,671275,43711,38582,30999,19625,1855930,270294,นครสวรรค์
334,100,แยกต่างระดับอ่างทอง - บ้านรอ,28553914,3377564,1589904,116143,717262,5001997,1778244,1221071,2041920,1390577,45788596,7070598,อ่างทอง
335,100,แยกสิงห์เหนือ - สิงห์บุรี,3419057,224723,76300,18600,16702,1769316,110464,39478,44413,9490,5728543,1591663,สิงห์บุรี
336,100,ทางแยกต่างระดับลาดพร้าว,3668674,3584497,135118,119276,162762,1353971,751688,784613,939610,800455,12300664,144436,กรุงเทพมหานคร
338,101,อรุณอมรินทร์ - พุทธมณฑลสาย 4,343566945,251507484,0,0,21311950,237558747,4335195,5162522,4958448,0,868401291,143999066,กรุงเทพมหานคร
338,102,ทางยกระดับบางกอกน้อย - นครชัยศรี,126821627,72753984,0,0,0,67742885,0,0,0,0,267318496,0,กรุงเทพมหานคร
338,201,พุทธมณฑลสาย 4 - นครชัยศรี,167465384,149673601,6416709,13511993,24500161,18452502,33220456,19869178,10089352,8732200,451931536,7571478,นครปฐม
338,202,สะพานต่างระดับท่าตำหนัก,36142335,33869652,1116923,2781434,5360921,25099707,5320532,3969039,1919275,1590723,117170541,811672,นครปฐม
340,100,บางบัวทอง -  ลาดบัวหลวง,220938078,96075831,32243277,13225349,8553915,118561001,40205477,23938505,27852129,34360994,615954556,57271784,นนทบุรี
340,200,ลาดบัวหลวง - สาลี,32970888,21675306,402084,268056,119136,39463800,7676826,6113166,8451210,9545772,126686244,9203256,พระนครศรีอยุธยา
340,301,สาลี - สุพรรณบุรี,107190463,53116078,3854765,764493,807563,26854145,7085015,3348693,3445600,2745713,209212528,33519228,สุพรรณบุรี
340,302,สุพรรณบุรี - ศรีประจันต์,107372141,53206105,3861299,765788,808931,26899661,7097024,3354368,3451440,2750366,209567123,33576040,สุพรรณบุรี
340,303,ศรีประจันต์ - ปากน้ำ,36741776,20791751,297420,3084871,401172,9718034,4620389,3575960,4848642,2877368,86957383,9932453,สุพรรณบุรี
340,401,ปากน้ำ - โรงพยาบาลสรรคบุรี,14416588,13045830,0,0,486180,6009725,4078510,3531558,2991358,2005493,46565242,5395248,ชัยนาท
340,402,โรงพยาบาลสรรคบุรี - ชัยนาท,39387811,26315934,461441,103308,365021,40723925,5062081,4497332,5743912,2789310,125450075,11494712,ชัยนาท
341,100,บางพลัด - บางบำหรุ,8003148,5858688,0,0,496447,5533762,100985,120257,115504,0,20228791,3354356,กรุงเทพมหานคร
344,101,บ้านสวน - หนองรี,55141234,14822969,1299309,1194782,1383989,11656731,9996209,5677529,2240051,2122293,105535096,6406571,ชลบุรี
344,102,หนองรี - หนองปรือ,405383144,108974382,9552160,8783707,10174704,85697073,73489374,41739630,16468234,15602509,775864917,47099345,ชลบุรี
344,103,หนองปรือ - คลองเขต,59450123,57305073,7257605,7057549,9858340,33642835,15193180,15626636,16626918,16715832,238734091,10580766,ชลบุรี
344,201,คลองเขต - กระแสบน,118480986,18885392,0,111821,4286487,229184172,14549207,11728822,6895653,6274423,410396963,49586579,ระยอง
344,202,กระแสบน - แกลง,19286226,3074147,0,18202,697750,37306389,2368307,1909207,1122468,1021345,66804041,8071658,ระยอง
345,100,บางบัวทอง - บางคูวัด,89296155,79184487,22557657,6020091,7937436,40696113,9493650,7889037,7632150,1906176,272612952,33518169,นนทบุรี
345,200,บางคูวัด - บางพูน,86999181,74146700,32595770,27819926,23224848,28767141,27172783,21160497,13235705,0,335122551,32725922,ปทุมธานี
346,101,ต่างระดับรังสิต - สะพานคลองเปรม,57299992,4970928,3916662,4012562,4088139,4541600,4304073,4760710,3920472,2896691,94711829,31586699,ปทุมธานี
346,102,สะพานคลองเปรม - สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี,316467198,27454377,21631678,22161333,22578743,25083205,23771344,26293344,21652723,15998392,523092337,174452973,ปทุมธานี
346,103,สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี - ต่างระดับลาดหลุมแก้ว,22557354,23543759,14886054,13489758,14126256,22940586,19731436,11863522,13559739,13173175,169871639,17621996,ปทุมธานี
346,201,ต่างระดับลาดหลุมแก้ว - แยกนพวงศ์,29789049,31091687,19658396,17814459,18655012,30295142,26057166,15666866,17906876,17396382,224331035,23271457,ปทุมธานี
346,202,แยกนพวงศ์ - บางเลน,32529725,31548790,3612879,3333105,3264025,29162080,10489783,14168287,13781440,8572816,150462930,16485918,นนทบุรี
346,301,บางเลน - ลำลูกบัว,19076514,16676256,7422337,6107734,5287954,19423628,19268535,22532886,19364545,14623112,149783501,22998167,นครปฐม
346,302,ลำลูกบัว - หนองกระทุ่ม,82975495,86719306,41519385,37965402,29032987,41234645,72714291,85664711,76974853,71554237,626355312,69856340,นครปฐม
346,400,หนองกระทุ่ม - พนมทวน,21616176,5941543,79899,29054,87162,41997557,3116042,2941718,6333772,2469590,84612513,9958259,กาญจนบุรี
347,101,เทคโนโลยีปทุมธานี - ต่างระดับเชียงรากน้อย,56974437,63576725,34396817,23296395,26571454,53757344,39445625,37103813,24658588,21696543,381477741,42546787,ปทุมธานี
